sku_id,snapshot_date,week_of_year,month,quarter,category,brand_tier,product_age_days,units_in_stock,units_sold_last_week,units_sold_last_4wks,units_sold_last_12wks,demand_trend,demand_volatility_cv,seasonal_index,reorder_point,safety_stock,economic_order_qty,days_of_stock_remaining,last_replenishment_days_ago,pending_order_units,supplier_id,supplier_lead_time_days,supplier_reliability_score,purchase_price,selling_price,gross_margin_pct,discount_pct,promotion_active,competitor_price_ratio,return_rate_pct,customer_rating,num_reviews,search_rank,click_through_rate_pct,conversion_rate_pct,warehouse_zone,storage_cost_per_unit_day,fulfillment_time_days,overstock_units,stockout_risk
SKU-0042,2023-04-17,16,4,2,home,budget,349,104,57.5,38.1,31.8,increasing,0.339,1.222,104,55,279,12.5,43,251,SUP-02,9,67.7,442.11,574.74,23.1,15.3,1,0.932,10.4,,647.0,174,4.4,7.91,B,0.669,1.8,0,1
SKU-0043,2023-04-17,16,4,2,sports,mid,1097,59,26.4,42.3,33.9,decreasing,0.359,1.222,62,32,409,15.2,55,0,SUP-08,5,60.6,469.58,727.85,35.5,0.0,0,1.227,12.7,3.8,806.0,82,3.59,3.26,A,0.362,2.1,0,0
SKU-0044,2023-04-17,16,4,2,electronics,mid,1151,114,32.1,41.2,30.6,stable,0.282,1.222,175,93,1275,24.4,7,991,SUP-13,14,97.0,2629.39,4075.55,35.5,0.0,0,1.049,5.6,4.5,432.0,40,5.54,5.38,A,0.198,4.7,0,1
SKU-0045,2023-04-17,16,4,2,clothing,budget,899,499,31.6,37.1,32.2,stable,0.253,1.222,244,138,326,108.0,14,205,SUP-07,20,86.1,458.64,596.23,23.1,0.0,0,1.126,17.0,4.4,1188.0,126,1.64,3.07,C,0.494,3.6,11,0
SKU-0046,2023-04-17,16,4,2,home,premium,827,304,42.0,36.9,33.0,increasing,0.264,1.222,156,93,396,49.9,15,0,SUP-08,12,91.0,683.99,1333.78,48.7,0.0,0,1.192,14.5,4.8,0.0,103,2.97,2.31,A,0.495,1.8,0,0
SKU-0047,2023-04-17,16,4,2,clothing,premium,335,271,9.2,33.0,34.8,decreasing,0.264,1.222,101,59,820,190.9,58,795,SUP-07,9,72.6,970.78,1893.02,48.7,18.0,1,0.816,11.8,3.6,822.0,10,5.03,6.48,A,0.139,2.6,69,0
SKU-0048,2023-04-17,16,4,2,beauty,premium,329,52,73.9,28.7,34.4,increasing,0.391,1.222,60,35,330,4.9,39,0,SUP-01,6,64.9,140.9,274.76,48.7,6.1,1,0.865,4.7,5.0,909.0,121,4.3,2.91,A,0.107,4.7,0,1
SKU-0049,2023-04-17,16,4,2,home,mid,449,207,12.2,39.2,38.5,decreasing,0.486,1.222,182,98,225,112.5,31,181,SUP-04,15,71.7,302.89,469.48,35.5,0.0,0,0.938,1.9,4.1,481.0,117,5.74,2.49,A,0.731,4.5,0,1
SKU-0050,2023-04-17,16,4,2,food,mid,814,393,56.3,34.3,36.4,increasing,0.574,1.222,159,95,544,48.2,13,414,SUP-03,13,80.9,305.69,473.82,35.5,0.0,0,1.059,9.8,4.0,741.0,156,0.91,1.52,C,0.101,2.8,75,0
SKU-0051,2023-04-17,16,4,2,beauty,budget,330,132,76.2,37.9,37.7,increasing,0.572,1.222,63,36,324,12.0,16,303,SUP-11,5,91.5,552.66,718.46,23.1,0.0,0,1.165,10.3,4.3,185.0,41,5.81,2.99,A,0.616,3.1,6,0
SKU-0052,2023-04-17,16,4,2,food,mid,1020,476,44.8,54.7,41.5,stable,0.573,1.222,318,185,355,73.2,54,0,SUP-08,17,64.8,582.08,902.22,35.5,0.0,0,1.169,3.1,3.8,681.0,72,2.39,5.61,B,0.783,0.5,0,1
SKU-0053,2023-04-17,16,4,2,food,budget,896,480,89.3,47.4,41.2,increasing,0.545,1.222,182,87,460,37.3,58,0,SUP-15,14,77.1,643.31,836.3,23.1,0.0,0,1.042,3.4,4.2,,22,5.65,2.53,C,0.441,1.9,116,0
SKU-0054,2023-04-17,16,4,2,beauty,budget,1267,146,55.8,66.7,46.0,increasing,0.544,1.222,116,68,1017,18.1,42,0,SUP-13,5,76.6,699.28,909.06,23.1,0.0,0,1.1,1.4,3.9,802.0,4,3.53,7.33,B,0.131,3.4,0,0
SKU-0055,2023-04-17,16,4,2,books,mid,625,283,31.1,66.5,45.8,decreasing,0.523,1.222,189,113,420,62.3,37,342,SUP-01,8,91.7,135.41,209.89,35.5,0.0,0,1.04,15.8,3.9,390.0,13,1.44,2.57,A,0.15,2.3,0,0
SKU-0056,2023-04-17,16,4,2,food,mid,1278,684,82.8,55.3,46.2,increasing,0.431,1.222,327,177,237,57.3,25,0,SUP-14,19,79.9,216.32,335.3,35.5,5.0,1,1.226,12.1,4.5,915.0,119,5.6,3.55,C,0.66,2.0,30,1
SKU-0057,2023-04-17,16,4,2,sports,mid,301,566,30.2,64.8,50.4,decreasing,0.442,1.222,405,211,1368,128.4,1,865,SUP-01,21,66.2,1451.14,2249.27,35.5,0.0,0,0.988,4.1,4.4,30.0,119,3.87,1.76,C,0.147,1.4,0,1
SKU-0058,2023-04-17,16,4,2,toys,budget,1206,310,29.7,50.0,50.3,decreasing,0.364,1.222,222,101,274,71.4,55,242,SUP-14,17,67.7,190.69,247.9,23.1,0.0,0,1.077,13.2,4.0,816.0,18,4.78,7.69,C,0.389,1.1,0,1
SKU-0059,2023-04-17,16,4,2,sports,budget,1074,219,14.3,43.4,49.3,decreasing,0.423,1.222,304,180,812,102.3,27,0,SUP-14,20,97.3,1432.74,1862.56,23.1,17.4,1,0.8,9.7,4.5,593.0,150,0.77,5.14,B,0.285,2.3,0,1
SKU-0060,2023-04-17,16,4,2,electronics,mid,420,135,39.2,39.2,49.7,decreasing,0.532,1.222,53,31,987,23.7,31,960,SUP-12,4,67.2,3185.9,4938.15,35.5,0.0,0,1.017,2.2,3.3,495.0,56,3.67,2.71,B,0.391,2.3,29,0
SKU-0061,2023-04-17,16,4,2,beauty,premium,1079,368,50.7,28.3,46.8,stable,0.543,1.222,168,91,397,50.2,27,0,SUP-08,19,63.3,671.49,1309.41,48.7,33.3,1,0.938,15.6,4.1,1071.0,164,4.4,4.62,C,0.368,2.8,32,0
SKU-0062,2023-04-17,16,4,2,electronics,mid,686,49,36.9,33.4,50.0,decreasing,0.473,1.222,26,12,2091,9.1,17,1264,SUP-10,3,75.6,6069.51,9407.74,35.5,33.6,1,1.247,14.7,3.6,656.0,19,3.56,4.58,A,0.135,3.6,0,0
SKU-0063,2023-04-17,16,4,2,clothing,premium,136,368,20.0,35.3,48.4,decreasing,0.484,1.222,173,102,387,124.3,22,0,SUP-10,14,64.6,682.21,1330.31,48.7,0.0,0,1.173,12.5,4.5,1154.0,192,3.06,3.46,B,0.494,0.5,22,0
SKU-0064,2023-04-17,16,4,2,toys,budget,520,654,44.2,36.7,43.7,stable,0.526,1.222,264,138,385,102.0,58,0,SUP-03,24,,155.64,202.33,23.1,0.0,0,1.116,2.1,3.4,1183.0,157,1.46,1.63,C,0.111,3.3,126,1
SKU-0065,2023-04-17,16,4,2,electronics,budget,789,204,14.2,38.0,43.7,decreasing,0.342,1.222,166,85,1245,96.1,41,1095,SUP-11,15,87.3,4691.41,6098.83,23.1,0.0,0,,7.2,3.8,194.0,150,2.09,4.66,B,0.349,2.7,0,1
SKU-0066,2023-04-17,16,4,2,sports,mid,312,278,17.2,28.8,37.4,decreasing,0.417,1.222,102,61,543,108.6,55,384,SUP-03,10,76.3,1461.53,2265.37,35.5,0.0,0,1.217,2.9,3.6,1026.0,115,3.46,2.54,A,0.438,3.3,74,0
SKU-0067,2023-04-17,16,4,2,books,budget,470,279,44.1,23.9,34.2,increasing,0.466,1.222,194,115,365,43.6,1,226,SUP-05,23,98.4,619.22,804.99,23.1,0.0,0,1.004,10.5,,1104.0,142,3.47,2.4,B,0.338,2.7,0,1
SKU-0068,2023-04-17,16,4,2,toys,mid,458,390,19.5,29.9,35.3,decreasing,0.395,1.222,158,85,145,135.0,23,85,SUP-12,17,67.6,177.23,274.71,35.5,0.0,0,1.146,13.2,4.4,792.0,55,0.86,8.01,B,0.787,2.9,74,0
SKU-0069,2023-04-17,16,4,2,beauty,mid,684,82,31.6,23.8,30.0,stable,0.443,1.222,92,48,387,17.8,2,270,SUP-08,13,66.3,642.61,996.05,35.5,0.0,0,1.132,3.2,3.7,124.0,139,5.34,1.12,A,0.309,3.8,0,1
SKU-0070,2023-04-17,16,4,2,home,premium,1190,29,39.0,28.1,30.1,increasing,0.404,1.222,40,20,876,5.1,49,0,SUP-04,5,96.6,785.41,1531.55,48.7,10.0,1,1.038,12.7,4.3,786.0,8,1.5,6.1,A,0.08,0.8,0,0
SKU-0071,2023-04-17,16,4,2,food,mid,505,156,27.7,33.6,30.9,decreasing,0.407,1.222,65,31,228,38.5,5,0,SUP-13,7,63.8,384.65,596.21,35.5,0.0,0,1.097,2.3,3.8,1058.0,183,0.73,0.86,C,0.772,1.6,26,1
SKU-0072,2023-04-17,16,4,2,sports,budget,305,167,30.1,29.5,32.0,stable,0.379,1.222,109,54,268,37.9,56,168,SUP-08,13,74.2,428.77,557.4,23.1,15.2,1,1.192,9.0,4.5,683.0,142,0.39,4.95,A,0.543,2.4,0,0
SKU-0073,2023-04-17,16,4,2,food,mid,214,359,57.8,32.1,31.3,increasing,0.353,1.222,193,101,300,43.0,18,0,SUP-12,20,72.3,700.0,1085.0,35.5,34.0,1,1.061,3.7,4.0,539.0,29,4.65,4.7,B,0.772,2.8,0,1
SKU-0074,2023-04-17,16,4,2,clothing,mid,424,376,15.6,38.6,31.9,decreasing,0.373,1.222,161,95,487,161.6,26,302,SUP-07,12,82.4,539.47,836.18,35.5,20.0,1,1.025,17.5,3.9,855.0,88,2.38,1.49,A,0.265,2.5,54,1
SKU-0075,2023-04-17,16,4,2,electronics,budget,266,375,7.8,32.8,30.1,decreasing,0.384,1.222,192,89,2190,309.9,50,0,SUP-06,22,68.5,5712.23,7425.9,23.1,12.0,1,1.21,9.4,3.8,1000.0,108,2.17,3.18,A,0.112,4.0,0,1
SKU-0076,2023-04-17,16,4,2,electronics,budget,283,262,20.6,27.8,29.1,decreasing,0.503,1.222,134,66,841,86.0,46,549,SUP-02,17,65.0,2593.96,3372.15,23.1,6.2,1,1.007,6.8,3.7,17.0,37,2.54,3.81,A,0.309,,0,1
SKU-0077,2023-04-17,16,4,2,books,premium,360,222,40.4,25.4,27.1,increasing,0.498,1.222,85,49,656,37.8,24,394,SUP-05,10,98.5,663.98,1294.76,48.7,0.0,0,1.247,3.3,4.5,747.0,163,3.7,4.49,A,0.113,3.3,52,0
SKU-0078,2023-04-17,16,4,2,electronics,mid,992,189,23.5,21.1,29.3,decreasing,0.496,1.222,83,38,643,54.7,52,0,SUP-10,15,94.3,3985.4,6177.37,35.5,0.0,0,,15.7,4.6,,187,3.28,7.15,A,0.626,3.7,23,1
SKU-0079,2023-04-17,16,4,2,food,budget,659,177,83.8,23.1,29.8,increasing,0.52,1.222,83,43,117,14.7,56,0,SUP-06,12,79.7,135.31,175.9,23.1,0.0,0,1.127,1.5,3.8,1175.0,72,2.95,1.57,A,0.719,3.3,11,1
SKU-0080,2023-04-17,16,4,2,clothing,mid,952,641,42.8,42.1,33.1,increasing,0.672,1.222,289,151,520,103.0,2,495,SUP-03,23,76.2,1260.81,1954.26,35.5,0.0,0,1.063,4.0,4.2,1140.0,178,2.55,3.24,C,0.604,3.3,63,1
SKU-0081,2023-04-17,16,4,2,home,mid,596,288,10.2,47.6,35.1,decreasing,0.644,1.222,120,66,350,184.8,59,0,SUP-14,8,84.9,652.45,1011.3,35.5,0.0,0,1.037,11.7,3.7,840.0,52,6.12,6.85,B,0.785,2.5,48,1
SKU-0082,2023-04-17,16,4,2,toys,budget,944,226,35.4,40.1,33.3,stable,0.766,1.222,225,133,771,43.9,46,693,SUP-07,16,84.1,327.53,425.79,23.1,18.1,1,0.819,14.1,3.5,237.0,29,2.82,5.74,C,0.059,1.2,0,1
SKU-0083,2023-04-17,16,4,2,clothing,budget,660,608,37.7,43.0,33.0,increasing,0.688,1.222,256,145,421,110.9,6,0,SUP-03,18,81.6,839.74,1091.66,23.1,0.0,0,1.201,4.9,4.2,555.0,142,3.36,4.99,C,0.63,1.6,96,0
SKU-0084,2023-04-17,16,4,2,beauty,premium,1026,404,40.0,31.5,33.8,increasing,0.561,1.222,183,93,714,69.6,42,369,SUP-03,20,89.8,614.86,1198.98,48.7,0.0,0,0.968,3.7,4.3,462.0,30,1.3,4.54,B,0.109,1.9,38,0
SKU-0085,2023-04-17,16,4,2,electronics,mid,1276,77,38.1,30.8,34.6,increasing,0.503,1.222,59,28,1417,13.9,27,0,SUP-06,7,85.6,5052.14,7830.82,35.5,15.0,1,0.989,13.3,4.7,1075.0,43,0.7,0.45,B,0.232,2.0,0,1
SKU-0086,2023-04-17,16,4,2,clothing,budget,295,58,12.1,37.8,33.0,decreasing,0.506,1.222,80,42,633,31.6,36,0,SUP-09,7,90.3,1404.56,1825.93,23.1,0.0,0,1.191,6.3,4.1,687.0,191,4.34,3.65,A,0.404,2.6,0,0
SKU-0087,2023-04-17,16,4,2,beauty,budget,381,75,52.1,32.0,32.7,increasing,0.563,1.222,54,31,820,9.9,44,591,SUP-06,5,93.2,785.89,1021.66,23.1,23.8,1,1.012,10.6,4.7,1124.0,156,0.6,1.23,A,0.107,1.3,0,0
SKU-0088,2023-04-17,16,4,2,clothing,budget,1110,343,35.4,35.6,36.4,stable,0.41,1.222,129,68,370,66.5,54,0,SUP-02,12,81.4,587.56,763.83,23.1,21.8,1,0.864,2.0,5.0,143.0,158,4.26,3.65,A,0.469,3.3,85,0
SKU-0089,2023-04-17,16,4,2,home,mid,994,240,49.3,34.4,37.6,increasing,0.409,1.222,193,90,354,33.6,10,0,SUP-10,21,61.2,327.67,507.89,35.5,20.2,1,1.098,9.6,3.9,,73,1.24,4.85,A,0.273,4.0,0,1
SKU-0090,2023-04-17,16,4,2,home,mid,477,210,21.7,37.2,38.4,decreasing,0.3,1.222,195,105,371,65.8,59,0,SUP-07,17,74.6,777.8,1205.59,35.5,0.0,0,1.073,10.4,4.5,1079.0,193,4.23,3.99,B,0.651,4.2,0,1
SKU-0091,2023-04-17,16,4,2,electronics,mid,933,516,8.2,39.6,38.2,decreasing,0.347,1.222,243,130,2033,365.0,26,0,SUP-08,20,90.0,6512.4,10094.22,35.5,0.0,0,0.996,9.3,3.5,354.0,67,3.34,5.5,C,0.185,2.0,30,1
SKU-0092,2023-04-17,16,4,2,sports,premium,857,123,16.1,28.6,31.9,decreasing,0.478,1.222,184,98,420,51.1,29,0,SUP-05,21,95.8,941.81,1836.53,48.7,0.0,0,1.176,12.8,3.7,726.0,178,0.43,5.26,C,0.47,,0,1
SKU-0093,2023-04-17,16,4,2,sports,budget,466,187,34.6,23.8,29.7,increasing,0.544,1.222,165,83,354,37.1,20,0,SUP-14,24,89.6,904.79,1176.23,23.1,0.0,0,,9.0,4.4,,150,6.28,3.86,C,0.529,0.8,0,1
SKU-0094,2023-04-17,16,4,2,food,premium,364,65,95.4,20.1,31.7,increasing,0.545,1.222,42,22,122,4.7,35,0,SUP-12,7,61.1,101.21,197.36,48.7,0.0,0,1.133,3.8,4.1,1125.0,80,2.12,6.92,A,0.422,0.5,0,1
SKU-0095,2023-04-17,16,4,2,electronics,budget,197,482,9.1,38.6,36.7,decreasing,0.656,1.222,207,113,1564,343.9,55,0,SUP-12,17,71.3,6840.27,8892.35,23.1,31.3,1,1.004,9.4,3.1,830.0,115,2.64,5.35,C,0.327,2.5,68,1
SKU-0096,2023-04-17,16,4,2,home,premium,1191,309,12.3,38.8,34.3,decreasing,0.796,1.222,250,150,355,166.7,51,0,SUP-02,18,98.3,274.53,535.33,48.7,0.0,0,1.19,4.5,4.0,76.0,189,3.66,5.0,B,0.255,1.3,0,1
SKU-0097,2023-04-17,16,4,2,clothing,mid,563,197,10.5,37.8,32.0,decreasing,0.899,1.222,162,92,533,122.8,44,519,SUP-11,13,98.3,1088.79,1687.62,35.5,0.0,0,1.249,4.5,,661.0,3,2.29,5.28,A,0.444,3.7,0,0
SKU-0098,2023-04-17,16,4,2,home,mid,473,339,34.8,31.8,29.7,increasing,1.057,1.222,162,89,341,66.8,28,0,SUP-14,16,86.5,612.74,949.75,35.5,0.0,0,0.978,14.1,3.6,364.0,37,4.11,5.52,C,0.515,1.8,15,1
SKU-0099,2023-04-17,16,4,2,beauty,budget,391,233,30.2,16.7,31.6,stable,0.997,1.222,84,48,269,52.8,22,238,SUP-11,15,78.1,298.87,388.53,23.1,32.9,1,0.824,5.5,4.5,855.0,121,3.18,5.29,B,0.207,2.6,65,0
SKU-0100,2023-04-17,16,4,2,food,premium,486,43,97.9,22.0,29.8,increasing,0.874,1.222,62,31,399,3.1,15,0,SUP-14,10,68.7,661.62,1290.16,48.7,20.3,1,,16.9,4.3,,119,5.76,3.85,C,0.276,3.3,0,1
SKU-0001,2023-04-24,17,4,2,clothing,budget,933,404,58.1,43.4,35.0,increasing,0.834,1.181,136,68,554,48.1,14,0,SUP-14,11,69.8,1234.36,1604.67,23.1,0.0,0,1.13,17.0,4.8,1146.0,56,0.69,3.68,C,0.537,1.5,132,0
SKU-0002,2023-04-24,17,4,2,clothing,budget,207,448,43.6,55.3,35.7,increasing,0.786,1.181,192,89,909,70.7,3,549,SUP-13,13,67.6,1320.16,1716.21,23.1,0.0,0,1.132,5.6,4.0,789.0,89,3.63,4.89,C,0.266,2.9,64,1
SKU-0003,2023-04-24,17,4,2,food,premium,500,583,46.8,57.5,37.6,increasing,0.76,1.181,376,187,607,85.9,37,0,SUP-07,23,89.7,581.24,1133.42,48.7,0.0,0,1.114,12.8,4.0,676.0,113,3.25,3.75,B,0.274,3.4,0,1
SKU-0004,2023-04-24,17,4,2,clothing,mid,1126,59,25.7,61.6,40.8,decreasing,0.626,1.181,47,21,583,15.6,18,477,SUP-12,3,72.0,625.39,969.35,35.5,0.0,0,0.805,14.0,4.1,752.0,85,6.17,2.62,B,0.345,1.9,0,0
SKU-0005,2023-04-24,17,4,2,clothing,mid,1158,561,45.3,43.6,41.6,stable,0.566,1.181,302,178,387,85.5,25,222,SUP-04,20,87.7,619.12,959.64,35.5,0.0,0,1.031,9.4,4.6,527.0,118,2.68,3.18,C,0.555,1.5,0,1
SKU-0006,2023-04-24,17,4,2,books,mid,973,186,16.0,40.4,42.5,decreasing,0.444,1.181,144,86,531,77.9,38,0,SUP-07,10,63.8,488.08,756.52,35.5,22.2,1,0.993,13.3,4.5,495.0,29,3.97,5.31,B,0.209,3.6,0,1
SKU-0007,2023-04-24,17,4,2,toys,budget,598,404,17.6,33.4,35.9,decreasing,0.517,1.181,154,78,268,154.7,8,0,SUP-07,16,82.6,522.25,678.92,23.1,0.0,0,0.85,6.2,4.1,1098.0,20,4.63,3.9,C,0.752,2.0,96,0
SKU-0008,2023-04-24,17,4,2,clothing,mid,1025,157,26.9,26.1,36.6,decreasing,0.566,1.181,63,37,985,39.8,51,857,SUP-08,7,90.3,1010.24,1565.87,35.5,0.0,0,1.234,10.2,5.0,103.0,148,2.46,1.91,B,0.075,2.9,31,0
SKU-0009,2023-04-24,17,4,2,books,premium,179,180,35.2,26.4,37.8,stable,0.412,1.181,162,90,320,35.1,49,222,SUP-15,19,71.2,370.21,721.91,48.7,0.0,0,0.921,16.1,5.0,125.0,136,3.69,5.65,B,0.291,1.0,0,1
SKU-0010,2023-04-24,17,4,2,clothing,premium,1123,28,27.2,23.9,39.8,decreasing,0.36,1.181,40,23,1082,7.0,18,0,SUP-01,5,78.8,1298.41,2531.9,48.7,13.7,1,1.185,8.0,4.7,844.0,22,5.0,6.44,A,0.073,1.8,0,0
SKU-0011,2023-04-24,17,4,2,electronics,budget,427,97,8.6,26.7,39.2,decreasing,0.358,1.181,99,53,1254,72.8,55,0,SUP-06,12,70.8,4537.37,5898.58,23.1,0.0,0,0.936,14.6,4.4,696.0,22,5.45,3.11,B,0.231,3.2,0,1
SKU-0012,2023-04-24,17,4,2,electronics,premium,585,100,31.2,24.5,37.4,decreasing,0.425,1.181,50,26,1653,22.0,43,909,SUP-14,7,90.4,7361.17,14354.28,48.7,0.0,0,0.998,14.9,,851.0,121,2.8,4.44,B,0.196,3.7,0,0
SKU-0013,2023-04-24,17,4,2,electronics,mid,664,193,22.5,25.6,31.8,decreasing,0.421,1.181,181,97,611,58.3,54,0,SUP-06,23,73.6,2613.52,4050.96,35.5,0.0,0,1.036,9.2,4.3,790.0,168,3.08,3.7,A,0.55,,0,1
SKU-0014,2023-04-24,17,4,2,beauty,budget,961,181,63.3,22.4,28.9,increasing,0.353,1.181,64,32,323,19.8,18,0,SUP-02,10,70.4,690.78,898.01,23.1,0.0,0,1.228,15.9,4.4,132.0,103,4.28,3.87,A,0.455,2.2,53,0
SKU-0015,2023-04-24,17,4,2,electronics,budget,313,577,9.1,31.4,30.5,decreasing,0.518,1.181,211,117,1608,365.0,12,0,SUP-14,21,62.3,6937.39,9018.61,23.1,21.0,1,0.87,3.0,4.2,788.0,44,1.86,6.52,C,0.253,0.8,155,1
SKU-0016,2023-04-24,17,4,2,home,premium,412,481,20.1,31.5,27.4,decreasing,0.575,1.181,205,110,996,162.1,53,0,SUP-06,21,99.0,685.15,1336.04,48.7,23.4,1,0.918,9.3,3.9,15.0,117,4.4,2.36,B,0.058,3.0,71,1
SKU-0017,2023-04-24,17,4,2,electronics,mid,509,82,13.6,28.7,26.9,decreasing,0.601,1.181,97,56,1099,40.1,25,0,SUP-01,10,77.0,7486.68,11604.35,35.5,0.0,0,0.917,11.9,4.8,142.0,63,1.8,3.83,A,0.547,3.3,0,0
SKU-0018,2023-04-24,17,4,2,books,budget,837,337,34.8,26.5,24.3,increasing,0.677,1.181,188,97,695,66.5,52,0,SUP-04,24,96.8,553.23,719.2,23.1,0.0,0,1.036,7.2,4.4,844.0,140,5.3,3.65,C,0.085,3.3,0,1
SKU-0019,2023-04-24,17,4,2,food,premium,265,20,77.1,19.4,25.8,increasing,0.665,1.181,18,10,353,1.8,25,0,SUP-05,3,69.9,682.19,1330.27,48.7,0.0,0,,14.0,3.0,753.0,116,4.69,5.92,C,0.322,2.6,0,1
SKU-0020,2023-04-24,17,4,2,clothing,mid,161,179,24.2,36.4,30.8,decreasing,0.666,1.181,73,42,604,50.4,37,0,SUP-01,6,68.6,896.49,1389.56,35.5,0.0,0,1.072,5.0,4.3,307.0,177,4.45,5.78,B,0.27,3.2,33,1
SKU-0021,2023-04-24,17,4,2,books,budget,858,100,37.3,37.4,30.6,increasing,0.69,1.181,63,36,355,18.4,2,0,SUP-03,5,71.6,676.55,879.52,23.1,0.0,0,1.133,3.9,4.2,190.0,54,5.49,6.72,C,0.62,3.3,0,0
SKU-0022,2023-04-24,17,4,2,sports,budget,686,165,28.5,43.3,30.7,stable,0.644,1.181,105,62,1018,39.6,13,0,SUP-08,7,74.9,726.63,944.62,23.1,0.0,0,1.231,17.9,3.8,854.0,128,0.82,5.4,B,0.085,2.5,0,1
SKU-0023,2023-04-24,17,4,2,clothing,budget,809,419,40.2,41.7,30.8,increasing,0.648,1.181,172,77,632,71.7,48,408,SUP-04,16,76.1,1343.58,1746.65,23.1,16.8,1,1.172,5.7,3.6,300.0,30,4.08,1.05,C,0.429,2.8,75,1
SKU-0024,2023-04-24,17,4,2,beauty,budget,1246,517,103.4,32.5,33.5,increasing,0.528,1.181,176,83,371,34.8,39,0,SUP-12,20,65.0,487.67,633.97,23.1,0.0,0,1.219,2.2,4.4,414.0,153,4.3,3.02,A,0.352,1.2,165,0
SKU-0025,2023-04-24,17,4,2,electronics,budget,644,1030,38.0,52.3,39.5,stable,0.627,1.181,362,205,732,186.2,25,0,SUP-15,21,93.4,2454.75,3191.18,23.1,0.0,0,1.118,1.6,3.6,1001.0,161,1.54,3.7,C,0.741,3.0,306,0
SKU-0026,2023-04-24,17,4,2,books,budget,893,938,36.6,52.5,40.8,decreasing,0.538,1.181,322,187,189,175.9,38,182,SUP-09,18,86.8,166.08,215.9,23.1,12.4,1,1.215,10.8,4.9,,198,3.8,5.74,C,0.762,0.9,294,1
SKU-0027,2023-04-24,17,4,2,home,budget,340,669,39.4,54.6,38.6,stable,0.533,1.181,277,144,579,116.7,53,543,SUP-15,17,88.6,421.51,547.96,23.1,0.0,0,1.192,14.6,3.0,963.0,187,3.48,1.34,C,0.205,2.1,115,1
SKU-0028,2023-04-24,17,4,2,sports,mid,617,79,25.5,54.4,41.1,decreasing,0.536,1.181,120,58,450,21.1,22,370,SUP-06,8,74.3,399.71,619.55,35.5,0.0,0,0.911,10.0,3.8,235.0,189,6.09,3.7,C,0.326,2.5,0,1
SKU-0029,2023-04-24,17,4,2,clothing,mid,898,193,29.7,34.9,41.6,decreasing,0.53,1.181,89,49,510,44.4,1,0,SUP-09,8,79.2,926.24,1435.67,35.5,0.0,0,0.858,2.4,4.5,1007.0,105,1.69,5.24,A,0.379,,15,0
SKU-0030,2023-04-24,17,4,2,books,mid,1153,334,30.9,32.8,42.9,decreasing,0.551,1.181,211,108,207,73.9,30,0,SUP-11,22,65.4,146.05,226.38,35.5,0.0,0,0.858,3.8,4.1,724.0,67,1.14,3.97,C,0.342,,0,1
SKU-0031,2023-04-24,17,4,2,sports,mid,1283,100,51.7,31.4,42.6,increasing,0.543,1.181,155,88,376,13.3,54,0,SUP-12,15,94.4,1116.32,1730.3,35.5,0.0,0,0.972,17.4,4.1,764.0,126,2.71,3.99,A,0.767,1.0,0,1
SKU-0032,2023-04-24,17,4,2,electronics,mid,182,245,10.9,34.5,40.5,decreasing,0.529,1.181,210,116,950,147.9,52,0,SUP-06,19,71.0,6648.89,10305.78,35.5,9.7,1,0.977,13.8,4.8,902.0,186,1.75,2.76,B,0.784,0.5,0,1
SKU-0033,2023-04-24,17,4,2,toys,budget,251,275,25.6,30.8,39.4,decreasing,0.338,1.181,140,83,248,73.1,29,151,SUP-12,13,95.3,438.9,570.57,23.1,0.0,0,0.915,12.0,2.9,1088.0,36,1.88,4.13,B,0.68,3.4,0,0
SKU-0034,2023-04-24,17,4,2,clothing,premium,703,590,16.3,29.8,38.4,decreasing,0.356,1.181,251,149,273,242.7,53,0,SUP-15,24,77.9,434.53,847.33,48.7,31.4,1,0.814,14.1,4.7,1164.0,44,2.94,3.62,C,0.536,3.8,88,1
SKU-0035,2023-04-24,17,4,2,home,budget,712,89,13.3,26.1,37.4,decreasing,0.415,1.181,132,76,230,44.5,34,0,SUP-04,15,61.3,464.43,603.76,23.1,15.9,1,0.952,16.5,3.6,109.0,1,2.24,7.31,B,0.711,3.6,0,1
SKU-0036,2023-04-24,17,4,2,clothing,budget,655,211,28.9,16.5,35.1,decreasing,0.477,1.181,104,54,306,50.0,36,0,SUP-11,21,83.8,1153.68,1499.78,23.1,0.0,0,1.058,14.1,3.9,43.0,83,1.7,3.39,B,0.628,2.4,3,1
SKU-0037,2023-04-24,17,4,2,beauty,premium,408,140,35.0,21.0,28.9,increasing,0.471,1.181,165,99,674,27.5,21,0,SUP-04,22,69.0,718.72,1401.5,48.7,0.0,0,1.194,14.7,4.0,212.0,124,5.38,3.92,B,0.094,5.4,0,1
SKU-0038,2023-04-24,17,4,2,food,mid,414,134,28.1,23.4,28.7,stable,0.471,1.181,71,38,735,32.6,18,0,SUP-05,10,97.8,754.45,1169.4,35.5,16.1,1,1.191,8.3,4.2,511.0,145,5.99,3.94,A,0.092,1.5,0,0
SKU-0039,2023-04-24,17,4,2,home,budget,162,113,42.7,26.3,28.0,increasing,0.474,1.181,181,106,256,18.2,23,166,SUP-05,20,90.3,301.68,392.18,23.1,0.0,0,1.05,16.8,,1178.0,145,7.88,1.66,B,0.371,2.5,0,1
