date,day_of_week,month,quarter,week_of_year,hour_of_day,is_weekend,is_holiday,season,days_since_start,num_items,total_amount,avg_item_price,max_item_price,discount_pct,coupon_applied,promo_code,loyalty_points_used,loyalty_points_earned,tax_amount,net_amount,payment_method,transaction_type,receipt_issued,customer_type,customer_age_group,customer_gender,customer_tenure_days,purchase_frequency_pm,avg_basket_size_hist,customer_lifetime_value,distance_from_shop_km,referral_source,customer_segment,primary_category,num_categories_purchased,food_items_count,clothing_items_count,electronics_items_count,stationery_items_count,home_items_count,beauty_items_count,toys_items_count,perishable_pct,branded_items_pct,private_label_pct,high_margin_items_count,low_margin_items_count,items_on_promotion,staff_on_duty,cashier_experience_yrs,queue_length_at_entry,time_in_store_minutes,checkout_time_seconds,stock_replenished_today,store_footfall_today,promoter_present,weather_condition,temperature_celsius,local_event_nearby,competitor_sale_ongoing,payday_week,festival_period,school_term_active,transport_disruption,nearby_construction,social_media_promo_active,daily_revenue_so_far,daily_txn_count_so_far,daily_target_progress_pct,shop_operating_cost_daily,gross_margin_pct,inventory_value_today,cash_in_register,high_value_transaction
2022-08-01,0,8,3,31,9,0,0,summer,31,10,4428.62,442.86,839.65,0.0,0,0,288,44,797.15,4428.62,upi,sale,1,loyal,adult,M,536,4.1,247.83,12441.0,7.1,social,budget,electronics,5,2,0,3,1,0,2,1,20.0,20.4,63.8,0,2,2,5,5.3,4.0,36,233,0,243,0,rainy,31.1,0,0,0,0,1,0,0,0,10707.99,16,33.3,6329.0,14.8,387907.0,43694.0,1
2022-08-01,0,8,3,31,12,0,0,summer,31,16,725.33,45.33,111.91,0.0,0,0,264,7,130.56,725.33,upi,sale,1,loyal,young_adult,F,314,7.0,22.75,1934.0,0.14,walk_in,regular,stationery,5,3,2,1,4,1,1,1,18.8,20.1,61.3,3,5,6,7,0.7,6.0,50,199,0,204,0,rainy,34.8,0,0,0,0,1,0,0,1,17936.09,46,64.6,6017.0,21.1,678779.0,53200.0,1
2022-08-01,0,8,3,31,11,0,0,summer,31,6,1491.55,248.59,327.73,0.0,0,0,493,14,268.48,1491.55,card,return,1,loyal,senior,F,171,4.2,245.25,12606.0,8.75,social,regular,clothing,5,3,3,0,2,1,1,1,50.0,65.0,22.5,2,1,1,6,3.9,8.0,42,97,0,156,0,rainy,32.3,1,0,0,0,1,0,0,0,17227.96,46,52.6,7064.0,22.7,757958.0,51665.0,0
2022-08-02,1,8,3,31,15,0,0,summer,32,9,810.68,90.08,187.04,0.0,0,0,198,8,145.92,810.68,card,sale,0,vip,young_adult,F,860,9.4,168.25,19147.0,5.15,search,budget,food,4,6,0,1,1,1,0,0,66.7,60.7,24.8,0,2,1,2,7.2,2.0,60,192,1,253,0,cloudy,36.4,0,0,0,0,1,0,1,0,25816.18,39,77.2,4636.0,25.3,514170.0,22947.0,1
2022-08-02,1,8,3,31,16,0,0,summer,32,16,1339.71,83.73,179.58,0.0,0,0,41,13,241.15,1339.71,cash,sale,1,returning,teen,M,16,3.8,50.56,2356.0,6.7,walk_in,budget,beauty,4,1,0,1,1,0,3,0,6.2,78.7,11.7,4,2,2,6,6.8,5.0,6,205,0,215,0,sunny,39.8,0,0,0,0,1,0,0,1,9986.86,44,32.1,4972.0,28.5,264012.0,76486.0,1
2022-08-02,1,8,3,31,19,0,0,summer,32,4,681.04,170.26,196.71,0.0,0,0,438,6,122.59,681.04,upi,sale,1,loyal,adult,unknown,424,9.1,55.61,6128.0,2.96,walk_in,budget,food,3,5,2,0,0,0,2,0,100.0,46.9,43.6,3,0,0,2,4.5,1.0,24,105,0,149,0,sunny,30.5,0,0,0,0,1,0,0,0,29549.66,6,79.0,5655.0,29.2,536560.0,21499.0,0
2022-08-02,1,8,3,31,13,0,0,summer,32,10,428.66,42.87,70.69,0.0,0,0,233,4,77.16,428.66,cash,sale,1,loyal,adult,F,126,9.5,91.58,10532.0,0.44,ad,budget,food,5,4,2,0,2,1,1,0,40.0,59.3,35.4,4,1,0,4,,1.0,54,194,0,232,0,cloudy,41.5,0,0,0,0,1,0,0,0,4915.64,42,17.5,4136.0,43.9,709981.0,34907.0,0
2022-08-02,1,8,3,31,11,0,0,summer,32,14,6228.93,444.92,538.18,0.0,0,1,490,62,1121.21,6228.93,upi,sale,1,loyal,senior,F,360,5.7,92.81,6441.0,1.38,walk_in,premium,electronics,5,3,2,1,2,1,2,1,21.4,60.3,21.0,2,5,2,3,0.1,7.0,25,254,1,216,1,cloudy,30.5,0,0,0,0,1,0,0,0,28936.74,2,89.8,6418.0,14.5,207470.0,40434.0,1
2022-08-02,1,8,3,31,20,0,0,summer,32,14,565.05,40.36,61.68,29.5,1,0,335,5,101.71,398.48,wallet,sale,0,loyal,adult,M,313,8.3,69.02,6943.0,9.39,social,premium,food,5,6,0,1,1,1,2,1,42.9,30.0,54.3,1,0,1,5,9.2,7.0,10,96,1,190,0,cloudy,30.2,1,0,0,0,1,0,0,0,26179.04,20,86.7,4934.0,44.9,324422.0,51005.0,0
2022-08-02,1,8,3,31,17,0,0,summer,32,13,566.15,43.55,96.26,0.0,0,0,0,5,101.91,566.15,card,sale,1,new,young_adult,F,0,0.8,0.0,0.0,5.74,friend,budget,food,5,7,2,1,2,1,0,0,53.8,31.8,54.5,1,4,1,6,1.1,3.0,19,211,0,192,0,sunny,31.1,0,0,0,0,1,0,1,0,18214.69,22,56.8,7861.0,22.6,579443.0,14276.0,0
2022-08-02,1,8,3,31,18,0,0,summer,32,11,2227.19,202.47,290.73,0.0,0,0,301,22,400.89,2227.19,upi,sale,1,returning,young_adult,M,43,2.3,81.5,2331.0,1.54,walk_in,regular,home,5,2,1,0,2,1,0,1,18.2,63.2,30.8,1,4,2,4,2.1,8.0,5,293,1,234,0,cloudy,37.1,0,0,0,0,1,0,0,0,30425.59,6,85.9,7319.0,39.4,433636.0,13533.0,0
2022-08-02,1,8,3,31,14,0,0,summer,32,1,731.23,731.23,1754.94,33.9,1,0,179,7,131.62,483.46,cash,sale,1,returning,adult,M,87,1.9,36.68,873.0,1.43,social,budget,clothing,2,0,2,0,0,1,0,0,0.0,24.8,67.5,0,0,0,5,3.5,13.0,30,138,0,172,0,sunny,41.8,0,1,0,0,1,0,1,0,15762.61,36,57.8,4541.0,22.4,201211.0,33057.0,0
2022-08-02,1,8,3,31,14,0,0,summer,32,5,362.46,72.49,156.89,30.6,1,0,360,3,65.24,251.57,card,sale,1,loyal,adult,M,271,4.6,113.88,6400.0,,walk_in,premium,food,5,5,2,0,0,1,2,1,100.0,23.3,63.8,0,1,0,2,5.9,11.0,33,298,0,178,0,sunny,35.1,0,0,0,0,1,0,0,0,11546.46,31,45.5,4341.0,28.7,215290.0,68880.0,0
2022-08-02,1,8,3,31,13,0,0,summer,32,14,1426.08,101.86,142.07,0.0,0,0,154,14,256.69,1426.08,card,sale,1,loyal,young_adult,F,414,9.4,6.58,749.0,1.81,friend,regular,clothing,5,3,1,1,1,0,1,0,21.4,79.1,1.4,2,2,3,3,5.9,12.0,24,264,0,203,1,sunny,31.6,0,0,0,0,1,0,0,0,31321.35,18,62.2,4156.0,21.3,775239.0,50298.0,1
2022-08-02,1,8,3,31,17,0,0,summer,32,9,571.65,63.52,104.13,16.0,1,0,490,5,102.9,480.41,upi,sale,1,loyal,adult,F,252,6.8,10.63,878.0,7.01,walk_in,budget,stationery,4,2,0,0,3,1,1,0,22.2,55.2,26.8,0,0,2,7,4.5,6.0,53,288,0,154,0,cloudy,30.8,0,0,0,0,1,0,0,0,24255.12,7,83.0,5256.0,33.3,423851.0,39328.0,0
2022-08-03,2,8,3,31,11,0,0,summer,33,7,482.09,68.87,132.69,19.5,1,0,297,4,86.78,387.96,card,sale,1,loyal,senior,F,31,7.7,104.99,,9.64,walk_in,regular,food,5,4,2,1,1,1,0,0,57.1,36.8,54.1,2,3,0,8,4.2,9.0,5,173,0,208,0,cloudy,41.8,0,0,0,0,1,0,1,1,15765.51,23,67.8,7724.0,18.7,514822.0,78572.0,1
2022-08-03,2,8,3,31,20,0,0,summer,33,15,728.8,48.59,92.81,0.0,0,0,242,7,131.18,728.8,upi,sale,1,returning,adult,M,13,1.3,,1112.0,7.75,friend,regular,food,5,1,2,1,1,0,2,1,6.7,57.4,35.6,1,5,2,4,3.8,15.0,58,273,0,153,0,rainy,31.2,0,0,0,0,1,0,0,0,8048.37,27,36.2,5951.0,34.6,515049.0,46719.0,0
2022-08-03,2,8,3,31,11,0,0,summer,33,6,4147.49,691.25,1275.04,0.0,0,1,0,41,746.55,4147.49,upi,sale,1,new,adult,F,0,0.4,0.0,0.0,7.58,walk_in,regular,electronics,4,2,1,3,1,0,0,0,33.3,70.9,18.3,4,5,2,6,3.6,11.0,43,277,0,223,0,rainy,39.4,0,0,0,0,1,0,0,0,6424.38,4,21.7,5566.0,14.6,292546.0,55459.0,1
2022-08-03,2,8,3,31,14,0,0,summer,33,7,3323.6,474.8,742.74,14.3,1,0,398,33,598.25,2849.44,cash,sale,1,returning,young_adult,F,120,1.4,150.39,2677.0,6.88,friend,regular,electronics,5,2,1,3,1,1,0,0,28.6,44.6,39.9,0,0,1,5,6.3,18.0,39,241,0,169,0,cloudy,32.4,0,0,0,0,1,0,0,1,11608.41,15,37.5,7915.0,12.0,448327.0,76795.0,1
2022-08-03,2,8,3,31,12,0,0,summer,33,7,1478.33,211.19,510.25,0.0,0,0,231,14,266.1,1478.33,upi,sale,0,loyal,adult,F,483,4.6,202.83,11399.0,3.43,search,budget,toys,5,0,1,1,2,1,1,2,0.0,68.5,26.0,1,5,2,8,4.7,6.0,50,125,0,187,0,sunny,33.4,0,0,0,0,1,0,0,0,12451.4,28,46.1,4506.0,18.3,780936.0,26040.0,1
2022-08-03,2,8,3,31,16,0,0,summer,33,6,1069.46,178.24,201.74,11.4,1,0,248,10,192.5,947.22,upi,sale,0,returning,young_adult,F,78,2.4,89.3,2661.0,2.09,walk_in,regular,clothing,4,0,3,1,1,1,0,0,0.0,60.8,29.3,3,6,1,2,0.8,1.0,40,36,1,251,0,rainy,41.5,0,0,0,0,1,0,0,0,30576.63,33,85.0,7854.0,23.4,750567.0,67491.0,0
2022-08-04,3,8,3,31,17,0,0,summer,34,9,723.52,80.39,156.73,17.0,1,0,77,7,130.23,600.27,wallet,sale,1,loyal,adult,M,49,7.6,68.48,6314.0,5.11,walk_in,premium,food,5,6,2,0,2,1,1,1,66.7,35.9,53.6,1,1,1,3,8.1,15.0,28,294,0,193,0,rainy,38.5,0,1,0,0,1,0,0,1,8958.75,20,36.9,5867.0,43.7,449675.0,60690.0,1
2022-08-04,3,8,3,31,20,0,0,summer,34,17,6834.91,402.05,423.51,23.7,1,1,370,68,1230.28,5215.78,upi,sale,1,vip,young_adult,F,205,9.8,237.1,28120.0,1.31,friend,premium,electronics,5,3,2,1,2,1,0,1,17.6,43.3,37.9,4,7,5,5,4.1,2.0,25,107,0,147,0,sunny,34.3,0,0,0,0,1,0,0,0,5524.57,28,15.4,4069.0,12.8,507673.0,17014.0,1
2022-08-04,3,8,3,31,18,0,0,summer,34,17,480.93,28.29,51.87,0.0,0,0,34,4,86.57,480.93,upi,sale,1,returning,teen,F,176,3.5,72.84,3132.0,2.11,social,budget,stationery,5,2,2,1,2,1,2,1,11.8,63.0,28.5,1,4,5,6,2.8,3.0,46,118,0,218,0,cloudy,31.5,0,0,0,0,1,0,0,0,7240.62,25,20.8,5427.0,38.3,534321.0,79902.0,1
2022-08-04,3,8,3,31,11,0,0,summer,34,6,795.86,132.64,169.31,0.0,0,0,249,7,143.25,795.86,cash,sale,0,loyal,young_adult,F,380,9.0,,5136.0,1.8,walk_in,regular,food,4,1,2,0,1,0,1,0,16.7,73.5,16.4,3,4,2,7,5.7,18.0,45,298,0,174,0,sunny,37.1,0,0,0,0,1,0,0,0,19791.92,16,50.1,7624.0,44.9,555816.0,69702.0,1
2022-08-04,3,8,3,31,11,0,0,summer,34,7,4282.05,611.72,689.07,7.4,1,1,390,42,770.77,3965.07,card,sale,1,returning,young_adult,M,5,1.3,100.6,1670.0,1.76,search,budget,electronics,5,3,1,3,1,0,1,1,42.9,21.4,70.9,2,6,1,7,1.8,14.0,32,176,0,218,0,cloudy,39.0,0,1,0,0,1,1,0,0,27627.61,13,87.6,4060.0,8.4,431881.0,60699.0,1
2022-08-04,3,8,3,31,19,0,0,summer,34,15,638.86,42.59,45.96,0.0,0,0,225,6,114.99,638.86,card,sale,1,returning,senior,M,46,1.2,,968.0,7.5,social,budget,food,5,6,2,1,2,0,2,1,40.0,48.5,35.0,2,0,4,5,0.2,15.0,47,198,0,207,0,rainy,37.6,0,0,0,0,1,0,0,0,6245.71,41,27.5,6042.0,26.5,279477.0,57547.0,0
2022-08-05,4,8,3,31,14,0,0,summer,35,10,544.58,54.46,132.52,15.9,1,0,0,5,98.02,458.09,upi,sale,1,new,young_adult,M,0,0.6,0.0,0.0,9.55,social,budget,beauty,5,0,2,1,1,0,4,1,0.0,42.9,43.7,2,7,2,8,0.5,2.0,57,189,0,222,0,cloudy,37.9,0,0,0,0,1,0,0,0,25429.35,44,84.4,7766.0,31.2,732504.0,43253.0,1
2022-08-05,4,8,3,31,10,0,0,summer,35,4,952.34,238.08,283.95,29.3,1,0,0,9,171.42,673.27,upi,sale,1,new,senior,F,0,0.7,0.0,0.0,0.7,friend,budget,home,4,0,2,0,0,3,2,1,0.0,69.0,20.5,2,5,0,7,7.3,10.0,25,213,0,232,1,cloudy,31.1,0,0,0,0,1,0,0,0,17615.83,8,61.2,7573.0,33.6,244831.0,54006.0,0
2022-08-05,4,8,3,31,18,0,0,summer,35,10,1101.05,110.1,169.46,32.2,1,1,0,11,198.19,746.27,card,sale,1,new,adult,M,0,0.6,0.0,0.0,5.83,walk_in,budget,clothing,4,1,4,0,2,0,1,0,10.0,66.9,22.4,3,0,1,2,9.2,6.0,24,205,0,163,0,rainy,41.7,0,0,0,0,1,0,0,0,5839.42,46,19.8,7951.0,22.5,327713.0,42452.0,0
2022-08-05,4,8,3,31,16,0,0,summer,35,14,1482.56,105.9,180.61,0.0,0,0,342,14,266.86,1482.56,card,sale,1,returning,young_adult,F,132,2.9,22.46,804.0,9.62,search,premium,toys,5,1,2,0,2,1,2,3,7.1,75.7,19.1,4,7,0,8,5.2,1.0,32,116,1,201,0,rainy,36.8,0,0,0,0,1,0,0,0,4030.83,40,12.1,5023.0,32.0,421747.0,68027.0,0
2022-08-05,4,8,3,31,9,0,0,summer,35,7,939.22,134.17,139.08,0.0,0,0,0,9,169.06,939.22,cash,sale,1,new,adult,M,0,1.0,0.0,0.0,5.45,walk_in,regular,toys,5,3,2,0,2,0,1,1,42.9,61.1,22.5,0,0,0,4,8.6,3.0,38,220,0,266,0,sunny,33.6,0,0,0,0,1,0,0,0,4598.31,26,14.5,4610.0,32.9,509461.0,37663.0,1
2022-08-05,4,8,3,31,18,0,0,summer,35,11,793.3,72.12,172.15,0.0,0,0,341,7,142.79,793.3,card,return,1,returning,young_adult,M,114,2.1,10.0,262.0,3.4,walk_in,regular,food,3,2,0,1,0,1,0,0,18.2,78.1,7.1,2,0,4,3,8.7,10.0,50,215,0,176,0,cloudy,38.0,0,0,0,0,1,0,0,0,20926.2,27,73.0,4566.0,35.6,698657.0,73501.0,1
2022-08-05,4,8,3,31,16,0,0,summer,35,14,1534.24,109.59,112.11,22.3,1,0,484,15,276.16,1192.5,upi,sale,1,returning,senior,M,52,2.0,11.32,283.0,6.21,walk_in,regular,clothing,5,1,2,0,2,0,1,1,7.1,80.0,14.2,3,5,4,4,8.8,8.0,18,256,0,181,0,cloudy,39.4,0,0,0,0,1,1,0,0,23121.97,37,73.8,5220.0,35.0,248063.0,43531.0,0
2022-08-05,4,8,3,31,16,0,0,summer,35,3,2986.79,995.6,2356.87,0.0,0,0,259,29,537.62,2986.79,card,sale,1,returning,young_adult,M,125,1.2,38.44,592.0,10.0,ad,budget,electronics,4,2,0,2,1,0,2,0,66.7,57.9,36.3,1,3,0,7,4.5,8.0,51,120,1,169,0,sunny,39.6,0,0,0,0,1,0,0,0,15493.92,41,53.0,5097.0,10.4,554191.0,45489.0,1
2022-08-06,5,8,3,31,19,1,0,summer,36,17,877.97,51.65,54.11,0.0,0,1,4,8,158.03,877.97,cash,return,1,loyal,senior,M,489,9.7,98.25,11534.0,5.6,ad,regular,food,4,5,1,1,0,1,0,0,29.4,22.1,62.6,2,7,4,2,4.7,11.0,49,139,0,296,0,stormy,42.0,0,0,0,0,1,0,0,1,3413.0,23,15.5,5592.0,36.8,484189.0,78977.0,1
2022-08-06,5,8,3,31,14,1,0,summer,36,2,1158.02,579.01,935.35,8.4,1,0,34,11,208.44,1060.9,cash,sale,0,returning,teen,F,162,1.7,117.43,2513.0,2.36,walk_in,budget,clothing,5,2,2,1,1,0,1,0,100.0,36.2,47.6,0,0,0,3,2.9,16.0,24,226,0,269,0,stormy,30.5,0,0,0,0,1,0,0,0,20953.41,8,79.0,4874.0,31.3,359714.0,42925.0,0
2022-08-06,5,8,3,31,14,1,0,summer,36,2,414.18,207.09,450.3,0.0,0,1,0,4,74.55,414.18,wallet,sale,1,new,young_adult,unknown,0,0.8,0.0,0.0,7.28,walk_in,premium,food,4,5,0,0,1,0,1,1,100.0,36.0,57.5,3,6,0,3,4.8,14.0,46,89,0,235,1,cloudy,34.9,0,0,0,0,1,0,0,0,16579.92,34,50.7,5067.0,36.4,379917.0,25949.0,0
2022-08-06,5,8,3,31,16,1,0,summer,36,6,1797.25,299.54,310.67,0.0,0,1,179,17,323.5,1797.25,card,sale,1,vip,young_adult,M,989,18.6,19.66,4407.0,4.42,friend,regular,toys,5,0,1,0,2,1,1,3,0.0,66.7,17.0,1,0,0,6,1.1,17.0,24,279,0,295,0,cloudy,35.2,0,0,0,0,1,0,0,0,11508.65,13,52.2,4082.0,20.3,421230.0,70645.0,1
2022-08-06,5,8,3,31,11,1,0,summer,36,1,1322.64,1322.64,2929.28,0.0,0,0,441,13,238.08,1322.64,wallet,sale,1,loyal,adult,M,191,5.8,163.19,11521.0,7.15,friend,regular,clothing,5,3,3,0,2,1,1,0,100.0,62.3,21.8,4,7,0,6,5.5,12.0,17,237,0,269,1,sunny,30.8,0,0,0,0,1,0,0,0,13617.92,30,45.1,7456.0,23.1,441568.0,53503.0,1
2022-08-06,5,8,3,31,10,1,0,summer,36,12,2925.94,243.83,415.87,0.0,0,1,24,29,526.67,2925.94,cash,sale,1,loyal,adult,F,13,8.6,107.98,11252.0,1.11,friend,premium,home,5,1,1,1,0,4,1,0,8.3,34.6,51.5,0,7,2,4,4.0,17.0,5,154,0,273,0,sunny,35.5,0,1,0,0,1,0,0,0,14864.45,12,53.3,6452.0,39.4,682032.0,40617.0,1
2022-08-06,5,8,3,31,19,1,0,summer,36,9,1542.46,171.38,292.53,23.2,1,0,255,15,277.64,1184.92,card,sale,1,loyal,senior,M,211,7.0,160.18,13615.0,1.43,walk_in,regular,clothing,3,3,4,0,0,1,0,0,33.3,30.5,63.0,3,4,2,7,2.8,15.0,25,269,0,291,0,cloudy,38.9,0,1,0,0,1,0,0,0,16353.39,31,54.3,4517.0,22.3,654373.0,60313.0,1
2022-08-06,5,8,3,31,11,1,0,summer,36,7,582.64,83.23,106.47,0.0,0,0,0,5,104.88,582.64,card,sale,1,new,young_adult,F,0,0.2,0.0,0.0,2.04,ad,budget,food,4,5,0,0,0,1,1,1,71.4,39.2,53.3,1,5,2,5,6.3,0.0,28,250,0,309,0,cloudy,35.3,0,0,0,0,1,0,0,0,20857.33,28,64.4,6165.0,22.4,420223.0,75948.0,0
2022-08-07,6,8,3,31,15,1,0,summer,37,17,1919.65,112.92,152.48,0.0,0,0,332,19,345.54,1919.65,card,sale,1,loyal,teen,F,11,7.9,151.66,14529.0,8.39,ad,regular,beauty,5,2,1,0,2,1,1,0,11.8,31.3,55.6,1,6,6,8,9.6,4.0,57,68,1,312,0,cloudy,36.8,0,0,0,0,1,0,0,0,12137.81,23,33.1,4735.0,21.5,412264.0,62128.0,1
2022-08-07,6,8,3,31,12,1,0,summer,37,5,428.9,85.78,188.54,0.0,0,1,0,4,77.2,428.9,cash,sale,1,new,adult,F,0,0.9,0.0,0.0,7.8,search,budget,food,4,2,0,0,2,0,1,1,40.0,78.7,7.9,4,0,1,4,9.9,11.0,50,276,1,248,0,sunny,37.8,0,0,0,0,1,0,0,1,23545.35,21,84.8,5567.0,26.4,593750.0,66755.0,0
2022-08-07,6,8,3,31,11,1,0,summer,37,15,712.88,47.53,48.27,8.2,1,0,342,7,128.32,654.6,upi,sale,0,returning,adult,M,103,3.3,8.25,335.0,5.06,walk_in,premium,food,2,7,0,0,0,0,2,0,46.7,28.1,61.3,0,1,2,6,9.2,2.0,15,218,0,311,0,sunny,33.4,1,0,0,0,1,0,0,0,5152.43,26,16.9,4086.0,39.5,539087.0,23620.0,0
2022-08-07,6,8,3,31,16,1,0,summer,37,10,1541.48,154.15,227.86,0.0,0,0,0,15,277.47,1541.48,wallet,sale,1,new,adult,unknown,0,0.6,0.0,0.0,0.18,social,regular,clothing,4,1,3,0,1,0,0,1,10.0,49.8,35.0,3,0,3,7,0.3,18.0,22,83,1,340,0,sunny,37.1,0,1,0,0,1,0,0,0,21203.77,37,77.0,5847.0,22.7,557658.0,12988.0,1
2022-08-07,6,8,3,31,18,1,0,summer,37,12,604.43,50.37,74.57,0.0,0,1,443,6,108.8,604.43,upi,sale,0,loyal,adult,unknown,326,8.4,77.12,7851.0,0.55,walk_in,budget,stationery,4,1,0,0,1,0,2,1,8.3,53.0,37.0,4,2,1,6,4.0,12.0,35,280,1,243,0,sunny,41.9,0,0,0,0,1,0,0,1,14815.21,23,45.4,7632.0,35.5,437876.0,78981.0,1
2022-08-07,6,8,3,31,14,1,0,summer,37,17,2320.28,136.49,191.94,0.0,0,1,0,23,417.65,2320.28,cash,sale,0,new,adult,M,0,0.3,0.0,0.0,2.46,walk_in,budget,clothing,5,0,1,1,2,1,1,0,0.0,64.6,29.9,1,1,6,2,8.8,,61,253,1,283,0,cloudy,39.8,0,0,0,0,1,0,0,0,7782.88,48,21.0,4163.0,20.6,627357.0,58347.0,1
2022-08-07,6,8,3,31,10,1,0,summer,37,5,466.98,93.4,136.94,0.0,0,1,0,4,84.06,466.98,card,sale,1,new,young_adult,F,0,0.5,0.0,0.0,2.81,social,budget,food,4,1,2,0,0,1,0,1,20.0,47.4,36.6,2,3,1,8,5.7,8.0,55,206,0,225,1,stormy,32.9,0,0,0,0,1,0,0,0,7544.79,45,24.1,6369.0,31.0,291696.0,12401.0,1
2022-08-07,6,8,3,31,11,1,0,summer,37,3,771.1,257.03,304.27,0.0,0,0,0,7,138.8,771.1,card,sale,1,new,senior,M,0,0.0,0.0,0.0,2.49,friend,budget,clothing,4,2,2,0,0,1,2,0,66.7,48.7,36.6,0,3,0,6,0.1,7.0,31,208,0,253,0,cloudy,,0,1,0,0,1,0,0,0,13592.09,45,44.0,4293.0,43.4,341750.0,70303.0,0
2022-08-07,6,8,3,31,10,1,0,summer,37,14,702.68,50.19,62.74,0.0,0,0,384,7,126.48,702.68,wallet,sale,1,loyal,young_adult,M,184,6.1,164.57,12211.0,6.48,social,regular,food,5,3,0,0,1,1,1,1,21.4,73.3,20.8,0,1,1,6,3.4,4.0,28,122,0,317,0,stormy,34.0,0,0,0,0,1,0,0,1,17279.01,10,67.2,7472.0,26.3,411189.0,20818.0,0
2022-08-07,6,8,3,31,19,1,0,summer,37,11,498.85,45.35,83.25,11.6,1,1,0,4,89.79,440.93,upi,sale,1,new,adult,unknown,0,0.3,,0.0,9.18,search,budget,food,4,6,0,1,0,1,0,1,54.5,53.1,32.1,1,1,3,3,6.0,16.0,23,172,1,256,0,sunny,38.3,0,0,0,0,1,0,0,0,23430.03,23,78.3,4937.0,22.6,295128.0,12948.0,0
2022-08-07,6,8,3,31,12,1,0,summer,37,4,4535.6,1133.9,2089.25,0.0,0,0,150,45,816.41,4535.6,card,sale,1,returning,young_adult,M,27,1.6,47.38,957.0,0.91,walk_in,premium,electronics,5,2,2,3,0,1,2,0,50.0,48.6,40.3,4,4,0,4,3.5,12.0,36,200,0,331,0,cloudy,30.3,0,0,0,0,1,0,0,0,15007.67,2,56.2,5101.0,9.9,217549.0,41134.0,1
2022-08-07,6,8,3,31,13,1,0,summer,37,16,722.55,45.16,108.14,0.0,0,0,178,7,130.06,722.55,card,sale,0,returning,adult,M,94,2.6,74.22,2390.0,8.51,search,budget,food,3,4,1,0,2,0,0,0,25.0,75.0,11.2,4,2,2,5,6.0,5.0,43,201,1,242,1,sunny,36.3,0,0,0,0,1,0,0,1,18285.42,16,86.7,4819.0,29.0,668677.0,25225.0,1
2022-08-07,6,8,3,31,9,1,0,summer,37,13,961.97,74.0,133.08,0.0,0,1,475,9,173.15,961.97,upi,sale,1,loyal,senior,M,7,6.7,16.73,1362.0,4.61,walk_in,premium,food,5,7,1,0,2,1,0,1,53.8,66.0,26.3,0,5,0,5,2.6,4.0,7,99,0,247,1,rainy,30.9,0,0,0,0,1,0,0,0,19817.39,42,61.7,7506.0,42.7,661592.0,23689.0,0
2022-08-07,6,8,3,31,14,1,0,summer,37,10,285.27,28.53,47.27,18.2,1,0,0,2,51.35,233.35,cash,exchange,1,new,senior,F,0,0.2,0.0,0.0,2.17,walk_in,budget,stationery,3,2,0,0,5,1,0,0,20.0,27.0,56.6,4,2,3,7,9.9,12.0,37,61,1,221,0,cloudy,41.1,0,0,0,0,1,0,0,0,18662.63,31,62.3,5520.0,38.9,783468.0,44283.0,1
2022-08-07,6,8,3,31,19,1,0,summer,37,3,425.98,141.99,162.25,9.5,1,0,237,4,76.68,385.71,card,sale,1,vip,adult,F,331,13.6,91.75,15066.0,7.11,friend,regular,stationery,5,3,1,0,4,1,2,0,100.0,22.7,66.5,2,7,0,8,2.9,1.0,18,249,0,293,0,sunny,34.7,0,1,0,0,1,0,0,0,20686.78,18,69.1,5730.0,33.0,308047.0,53891.0,0
2022-08-08,0,8,3,32,13,0,0,summer,38,17,823.69,48.45,101.94,0.0,0,0,249,8,148.26,823.69,cash,sale,1,returning,adult,F,175,1.6,194.01,3919.0,1.84,search,budget,food,4,7,0,0,0,1,1,1,41.2,65.5,16.3,2,6,3,2,2.0,10.0,53,262,0,235,0,sunny,39.3,1,0,1,0,1,0,0,1,16920.75,36,53.9,7768.0,22.1,443234.0,52134.0,1
2022-08-08,0,8,3,32,16,0,0,summer,38,9,990.34,110.04,183.67,0.0,0,0,0,9,178.26,990.34,wallet,sale,1,new,senior,F,0,0.9,0.0,0.0,5.87,walk_in,budget,clothing,4,1,3,1,0,0,1,0,11.1,46.3,41.9,1,5,1,4,3.8,12.0,45,195,1,290,0,cloudy,38.8,0,0,1,0,1,0,0,0,5044.59,47,26.0,4614.0,29.7,609550.0,13792.0,1
2022-08-08,0,8,3,32,11,0,0,summer,38,11,564.07,51.28,109.67,0.0,0,1,0,5,101.53,564.07,card,sale,1,new,adult,M,0,0.9,0.0,0.0,4.32,walk_in,regular,food,3,3,0,0,0,1,2,0,27.3,68.1,15.3,3,4,2,5,5.7,0.0,37,114,0,214,0,cloudy,37.3,0,0,1,0,1,0,0,0,23112.09,49,84.8,6035.0,34.8,733861.0,21468.0,0
2022-08-08,0,8,3,32,10,0,0,summer,38,1,749.31,749.31,966.8,8.8,1,0,0,7,134.88,683.23,cash,sale,1,new,adult,F,0,0.7,0.0,0.0,4.29,social,budget,toys,3,0,0,0,1,0,2,1,0.0,72.0,14.4,1,7,0,4,7.5,9.0,52,266,0,196,0,sunny,34.8,0,0,1,0,1,0,0,0,17766.35,22,56.1,4775.0,20.4,552863.0,56254.0,0
