age,gender,city_tier,education,occupation,income_band,plan_type,monthly_charge,tenure_months,contract_type,auto_renew,payment_method,logins_per_month,avg_session_minutes,features_used_count,mobile_app_usage_pct,support_tickets_raised,support_tickets_resolved,nps_score,last_login_days_ago,referrals_made,late_payments_count,payment_failures,total_spend_12m,discount_used_count,upgrade_downgrade_count,product_rating,onboarding_completed,tutorial_completed,days_to_first_value,competitor_product_used,promo_sensitivity,churned
32,M,tier1,school,homemaker,medium,basic,352.84,1,monthly,1,debit_card,13,12.8,19,89.7,7,6,6.0,109,4,1,0,302.73,0,0,3.2,0,0,34.0,0,medium,1
19,M,tier1,graduate,self_employed,high,premium,757.35,36,annual,1,upi,18,28.1,7,47.6,0,0,,57,6,4,0,8517.32,3,2,3.3,1,0,26.0,1,medium,0
65,F,tier1,graduate,student,medium,basic,373.43,19,annual,1,upi,19,27.8,9,53.3,2,1,2.0,99,6,4,2,4109.1,2,0,2.6,1,1,19.0,0,high,0
27,M,tier3,postgraduate,salaried,very_high,standard,433.53,3,biannual,1,net_banking,10,25.1,13,32.5,4,3,9.0,36,0,3,0,1180.36,1,1,3.7,1,1,39.0,0,low,1
53,M,tier2,graduate,retired,very_high,standard,463.81,9,annual,1,debit_card,11,1.0,12,78.3,11,8,3.0,150,2,2,3,3456.26,1,0,4.3,1,1,44.0,0,medium,1
24,M,tier2,graduate,salaried,very_high,enterprise,904.96,16,monthly,0,debit_card,11,15.0,12,28.5,2,1,6.0,45,2,3,1,10158.58,3,2,2.9,0,0,41.0,0,medium,1
34,F,tier2,postgraduate,salaried,high,premium,468.75,47,monthly,1,credit_card,14,22.5,2,38.2,8,6,0.0,147,5,3,0,5420.83,3,0,2.8,0,0,44.0,1,low,1
36,M,tier2,graduate,salaried,low,standard,383.84,51,annual,1,net_banking,14,10.3,4,59.8,4,2,10.0,34,1,3,2,4395.9,2,0,5.0,1,0,3.0,0,medium,1
59,M,tier3,graduate,student,medium,basic,262.05,69,annual,0,upi,18,,17,15.1,6,4,10.0,165,4,2,0,2859.02,4,0,5.0,1,1,29.0,0,low,0
56,F,tier2,graduate,retired,very_high,basic,223.33,3,monthly,1,debit_card,19,29.2,18,38.0,2,1,5.0,174,1,2,0,631.13,0,0,2.7,0,0,28.0,0,low,1
23,M,tier1,graduate,salaried,low,enterprise,944.56,60,annual,0,credit_card,6,25.0,7,30.5,10,8,6.0,159,6,1,3,10794.6,0,2,4.7,0,0,7.0,0,high,1
64,M,tier2,postgraduate,salaried,low,standard,552.68,39,monthly,1,net_banking,16,18.8,4,93.4,7,6,8.0,7,6,0,0,5337.62,1,0,5.0,1,0,38.0,0,low,0
40,M,tier3,postgraduate,self_employed,high,standard,490.61,67,monthly,1,credit_card,14,5.9,15,59.2,9,8,8.0,95,7,2,1,5088.86,3,1,4.8,1,1,43.0,0,medium,0
65,M,tier3,graduate,student,high,basic,388.04,43,monthly,0,credit_card,12,6.6,10,36.8,10,8,,77,6,3,2,4353.56,1,0,,1,1,44.0,1,high,1
60,M,tier2,graduate,salaried,high,basic,208.16,67,monthly,1,net_banking,6,25.0,3,72.7,0,0,2.0,70,2,3,2,2083.08,2,0,2.6,0,0,3.0,0,medium,1
29,F,tier3,graduate,salaried,high,standard,348.48,21,annual,0,net_banking,14,24.2,14,80.9,7,6,3.0,130,7,0,1,3636.0,1,0,3.7,1,1,11.0,1,medium,1
60,M,tier1,graduate,student,medium,basic,317.69,35,monthly,1,debit_card,5,10.0,17,99.9,11,8,,65,4,5,1,3415.8,0,0,3.5,1,0,4.0,1,medium,1
42,M,tier1,school,salaried,medium,standard,401.03,19,annual,0,net_banking,7,22.4,12,23.2,1,0,5.0,177,1,4,2,4617.98,3,0,3.7,1,0,32.0,0,medium,1
54,M,tier3,postgraduate,salaried,high,standard,426.43,27,monthly,1,debit_card,16,21.1,14,97.5,3,2,7.0,48,2,3,2,4630.34,2,0,3.7,1,1,10.0,0,medium,1
65,F,tier2,postgraduate,retired,high,premium,439.83,32,monthly,1,upi,8,24.0,17,5.3,1,0,7.0,68,4,4,3,4887.57,0,0,5.0,0,0,21.0,0,medium,1
29,M,tier1,graduate,salaried,high,enterprise,840.32,34,annual,0,wallet,13,20.7,17,30.8,10,7,8.0,25,7,0,1,9945.81,2,0,2.4,1,1,35.0,1,medium,1
68,F,tier3,graduate,student,,premium,488.25,64,monthly,0,debit_card,19,17.0,18,18.2,3,2,0.0,74,2,4,3,5059.5,0,2,3.9,0,1,5.0,1,low,1
29,F,tier2,school,homemaker,low,basic,256.42,16,biannual,0,upi,14,34.9,11,88.2,6,5,9.0,94,2,5,1,2830.04,0,2,3.9,1,0,34.0,0,medium,1
24,F,tier3,postgraduate,salaried,low,basic,305.76,49,annual,1,net_banking,16,31.9,1,63.3,7,5,9.0,89,2,3,3,3017.87,1,2,3.7,1,1,42.0,1,low,0
58,F,tier2,graduate,salaried,medium,enterprise,1302.36,33,biannual,1,credit_card,11,16.9,1,24.7,2,1,1.0,145,6,5,2,12638.08,3,2,2.9,0,1,25.0,1,high,1
27,M,tier1,postgraduate,salaried,low,standard,490.39,57,monthly,0,net_banking,15,23.0,13,73.2,7,5,8.0,153,2,1,0,5179.41,1,1,4.4,1,1,3.0,0,high,1
43,F,tier2,graduate,retired,medium,standard,425.07,4,annual,1,net_banking,10,27.7,13,13.1,1,0,3.0,124,2,5,1,1373.17,2,1,4.0,1,0,41.0,1,high,1
50,F,tier3,school,student,high,basic,334.85,66,annual,1,debit_card,13,12.3,17,38.9,0,0,2.0,151,5,5,2,3324.78,4,2,3.6,1,0,6.0,1,low,0
30,M,tier1,postgraduate,retired,high,basic,252.28,40,annual,0,upi,12,27.6,7,52.8,0,0,9.0,102,7,1,2,2491.17,2,1,3.9,1,0,21.0,0,medium,1
59,M,tier3,graduate,homemaker,medium,premium,515.5,42,monthly,0,debit_card,8,14.6,7,56.2,0,0,6.0,89,6,4,3,5355.65,4,1,2.8,1,1,15.0,0,medium,0
45,F,tier3,school,self_employed,low,basic,292.89,53,biannual,1,debit_card,12,17.9,5,7.1,9,6,7.0,105,6,1,3,3019.11,0,2,3.6,0,0,3.0,1,high,1
37,F,tier2,graduate,self_employed,medium,premium,591.35,51,annual,1,wallet,11,5.2,3,61.9,3,2,4.0,66,6,1,1,6401.52,4,2,,1,0,38.0,1,medium,1
31,M,tier2,postgraduate,retired,medium,standard,472.72,22,monthly,0,credit_card,8,20.1,3,36.4,11,7,9.0,8,3,1,1,5565.84,0,1,2.2,1,1,,1,medium,1
60,F,tier2,postgraduate,homemaker,low,basic,395.38,9,biannual,0,upi,13,22.9,1,2.1,6,5,3.0,159,6,1,3,3316.77,4,0,4.1,0,0,14.0,0,high,1
70,M,tier2,graduate,self_employed,low,standard,282.75,29,biannual,0,net_banking,10,23.5,8,88.8,10,9,,127,5,2,3,3378.22,0,2,4.2,1,0,35.0,0,medium,1
18,F,tier1,graduate,student,medium,basic,374.02,59,monthly,0,credit_card,10,25.6,12,20.8,3,2,7.0,168,6,4,2,4149.22,3,1,3.1,1,1,44.0,0,low,1
35,M,tier3,school,self_employed,low,standard,428.98,6,monthly,1,debit_card,16,21.0,18,93.5,10,8,1.0,119,2,5,1,2519.3,3,1,2.8,1,0,25.0,0,high,1
19,M,tier3,postgraduate,homemaker,very_high,enterprise,788.63,57,biannual,1,upi,17,28.1,19,76.4,0,0,2.0,167,5,0,3,9318.59,0,0,3.9,1,1,30.0,1,low,1
68,F,tier3,graduate,student,high,standard,362.26,15,biannual,0,wallet,12,30.1,5,66.6,2,1,8.0,170,5,2,3,4225.96,0,2,4.9,0,1,17.0,0,medium,1
19,M,tier2,graduate,salaried,very_high,enterprise,874.42,26,monthly,0,net_banking,10,26.0,19,80.1,5,4,9.0,71,2,3,3,9101.44,1,0,2.6,1,0,3.0,1,low,1
63,M,tier2,postgraduate,salaried,medium,standard,396.63,13,monthly,0,credit_card,7,16.0,2,30.8,4,3,4.0,156,5,4,2,4658.24,0,1,3.5,1,1,5.0,0,high,1
43,F,tier1,graduate,student,medium,standard,538.46,48,annual,1,upi,18,23.5,12,14.8,9,7,5.0,147,2,5,3,6052.51,3,0,2.2,1,1,,0,medium,1
42,F,tier1,school,salaried,high,standard,401.77,23,annual,0,upi,8,10.1,4,95.3,1,0,3.0,114,5,4,2,4344.79,0,2,3.3,0,0,11.0,1,medium,1
51,M,tier1,graduate,salaried,very_high,premium,544.06,10,biannual,1,upi,8,27.9,1,55.3,10,8,9.0,41,2,3,3,5218.87,3,1,2.1,1,1,7.0,0,high,1
44,F,tier1,graduate,self_employed,medium,basic,207.74,32,annual,1,net_banking,11,3.9,15,96.7,10,9,5.0,133,7,1,0,2319.85,0,2,3.2,1,1,18.0,1,low,1
24,M,tier2,postgraduate,retired,medium,premium,796.25,45,annual,0,debit_card,15,15.3,5,3.3,6,5,1.0,88,2,1,1,7991.5,0,1,2.6,1,1,15.0,1,medium,0
48,M,tier2,graduate,student,medium,standard,526.16,24,monthly,0,credit_card,12,18.5,3,31.9,11,10,2.0,93,2,4,1,5494.47,4,0,3.8,1,1,16.0,0,medium,1
69,F,tier2,graduate,salaried,high,standard,377.1,38,monthly,0,debit_card,16,20.8,19,58.8,0,0,6.0,154,7,5,0,3878.27,2,1,3.1,1,1,39.0,0,medium,1
34,M,tier1,postgraduate,salaried,medium,standard,309.02,57,annual,1,credit_card,8,21.7,3,43.6,10,7,3.0,114,1,4,3,3341.36,2,0,4.4,0,0,23.0,0,medium,1
23,F,tier1,school,homemaker,medium,premium,679.74,41,annual,0,credit_card,9,26.0,5,12.4,3,2,8.0,137,7,5,1,7111.16,1,1,3.7,1,0,27.0,1,medium,1
44,M,tier2,postgraduate,retired,medium,standard,498.75,67,biannual,1,credit_card,13,25.6,13,18.4,11,9,3.0,135,4,0,3,5300.44,2,2,3.7,0,0,27.0,0,high,1
19,F,tier2,school,salaried,very_high,standard,495.37,16,annual,0,upi,10,11.5,12,0.3,3,2,7.0,12,7,4,1,5070.28,4,0,4.4,1,0,9.0,0,high,1
55,F,tier2,graduate,retired,high,standard,513.32,45,annual,0,credit_card,15,9.5,3,23.9,2,1,2.0,112,3,3,3,5929.34,3,0,3.2,1,1,33.0,1,low,1
44,M,tier1,graduate,student,high,standard,507.78,12,monthly,1,credit_card,9,17.3,12,60.7,7,6,7.0,59,1,3,2,5431.86,4,2,4.4,0,0,36.0,1,low,1
47,F,tier1,postgraduate,homemaker,medium,standard,505.39,52,biannual,1,debit_card,13,22.2,14,31.1,11,10,6.0,67,1,1,1,5918.7,2,2,3.4,0,1,13.0,0,high,0
69,F,tier2,postgraduate,self_employed,high,premium,423.18,69,annual,1,net_banking,8,34.4,1,36.2,5,4,10.0,101,1,0,3,4173.66,4,2,4.0,1,1,43.0,0,high,1
71,F,tier2,postgraduate,self_employed,high,standard,313.54,71,monthly,1,debit_card,14,15.5,10,49.8,11,8,8.0,7,4,1,0,3670.37,0,2,3.4,0,0,26.0,1,high,0
53,F,tier2,graduate,salaried,medium,premium,572.23,57,monthly,0,upi,13,3.1,7,55.6,5,4,9.0,39,3,5,0,5687.1,1,1,,1,1,1.0,0,high,0
46,F,tier1,postgraduate,salaried,,standard,461.68,41,annual,0,net_banking,17,,15,0.8,3,2,7.0,74,6,4,2,5044.99,4,2,2.9,0,0,6.0,0,high,0
48,M,tier1,school,self_employed,very_high,premium,406.29,9,annual,0,upi,18,28.3,18,32.6,8,7,10.0,54,3,1,1,3236.07,3,0,,1,0,1.0,0,medium,1
30,F,tier1,graduate,self_employed,low,standard,314.36,21,monthly,1,credit_card,15,13.5,14,63.3,11,10,10.0,116,2,2,1,3073.74,0,1,4.6,1,0,39.0,1,medium,1
32,M,tier2,postgraduate,salaried,high,enterprise,1337.03,37,monthly,0,credit_card,11,23.9,12,86.6,8,7,10.0,81,1,4,0,14478.7,0,2,3.4,1,1,28.0,0,low,1
52,M,tier2,postgraduate,self_employed,high,standard,413.84,55,biannual,0,upi,13,22.2,13,82.6,2,1,3.0,175,4,5,2,4924.8,0,0,4.1,0,1,36.0,0,medium,1
40,F,tier1,graduate,retired,medium,premium,586.09,64,monthly,1,net_banking,12,3.0,8,63.5,1,0,7.0,88,5,1,0,6753.5,4,2,4.6,0,1,28.0,0,high,0
31,F,tier1,graduate,salaried,high,premium,517.6,19,biannual,1,upi,13,16.5,15,20.3,7,6,1.0,47,2,5,2,5889.81,0,1,3.8,1,0,41.0,0,medium,1
30,M,tier2,school,self_employed,high,basic,300.57,11,monthly,0,net_banking,15,16.4,17,64.3,4,2,6.0,45,0,0,1,2695.89,2,2,3.8,1,0,29.0,0,low,1
66,F,tier1,postgraduate,salaried,low,standard,355.23,71,biannual,0,net_banking,11,19.6,7,63.5,2,1,2.0,58,2,1,3,3791.26,0,1,4.0,1,1,37.0,0,low,1
65,F,tier3,postgraduate,student,medium,basic,393.48,63,annual,0,wallet,13,2.0,8,40.1,4,3,9.0,11,6,5,0,4101.09,0,0,4.4,1,0,29.0,0,low,1
63,M,tier1,school,salaried,medium,premium,415.76,2,annual,0,wallet,6,29.6,5,99.3,1,0,,4,4,3,3,783.73,1,1,3.5,1,1,17.0,0,medium,1
19,F,tier3,postgraduate,salaried,high,basic,267.24,21,annual,0,credit_card,7,21.6,10,58.4,4,3,5.0,159,3,1,3,2968.27,1,2,4.7,0,1,28.0,0,medium,1
37,M,tier1,postgraduate,retired,high,premium,549.99,62,biannual,1,upi,16,30.7,2,67.6,3,2,5.0,11,0,3,0,6112.38,4,0,1.7,1,0,14.0,0,low,0
71,F,tier1,postgraduate,retired,medium,premium,748.67,62,monthly,1,credit_card,11,5.9,7,4.5,10,9,7.0,127,2,0,3,8940.09,4,0,3.2,0,1,40.0,0,low,0
26,M,tier2,postgraduate,self_employed,medium,standard,315.78,21,monthly,0,debit_card,16,14.4,4,82.0,7,5,2.0,146,3,5,0,3678.27,1,0,1.9,1,1,13.0,0,high,1
46,F,tier2,graduate,student,low,enterprise,705.7,20,monthly,0,credit_card,14,23.0,15,47.1,4,3,0.0,132,7,2,1,7023.27,3,2,4.7,1,1,29.0,0,medium,1
35,M,tier3,graduate,salaried,low,standard,522.1,37,monthly,1,upi,11,6.6,12,44.0,4,3,0.0,135,5,2,2,5742.7,0,1,3.5,1,1,10.0,0,low,1
69,F,tier1,graduate,student,medium,standard,370.09,46,annual,1,wallet,14,23.3,13,45.6,5,4,4.0,49,5,1,3,3739.23,2,0,3.4,1,0,35.0,0,high,1
50,F,tier2,postgraduate,homemaker,high,premium,417.45,24,monthly,1,upi,19,,4,5.2,7,5,2.0,173,6,1,1,4209.56,0,1,3.4,1,0,39.0,1,low,1
42,M,tier2,postgraduate,student,medium,basic,316.53,50,annual,0,net_banking,11,19.0,8,93.3,7,6,10.0,8,6,3,0,3382.38,4,2,5.0,1,1,25.0,0,medium,1
50,M,tier3,graduate,salaried,low,standard,530.58,62,monthly,0,debit_card,11,24.1,7,77.6,4,3,1.0,46,6,3,1,5286.8,4,2,,1,1,7.0,0,low,1
60,F,tier2,school,self_employed,medium,standard,479.79,62,annual,1,upi,14,27.9,12,9.3,8,5,0.0,93,5,1,3,4711.32,4,1,4.4,0,1,3.0,0,high,1
26,M,tier2,school,salaried,medium,standard,326.59,35,annual,0,debit_card,9,15.4,6,77.1,1,0,0.0,5,2,2,1,3909.21,2,2,5.0,1,1,32.0,0,high,1
34,F,tier1,graduate,salaried,medium,basic,294.39,14,annual,0,net_banking,10,13.6,19,41.9,2,1,,71,1,0,1,3084.85,4,1,4.3,1,0,21.0,0,low,1
25,F,tier1,postgraduate,self_employed,high,standard,286.01,49,monthly,0,credit_card,14,28.5,17,79.2,6,5,8.0,174,7,1,0,3407.89,2,2,5.0,1,0,5.0,0,low,0
68,M,tier1,graduate,self_employed,low,standard,287.54,60,monthly,1,debit_card,7,13.8,5,14.0,7,5,8.0,38,5,0,1,3319.38,2,0,2.6,1,0,35.0,1,medium,0
26,M,tier3,graduate,student,medium,basic,393.95,11,annual,0,wallet,14,14.6,7,17.5,2,1,8.0,99,0,5,2,3665.15,4,0,3.8,0,0,15.0,0,high,1
71,F,tier3,graduate,salaried,low,basic,276.85,48,monthly,1,credit_card,19,29.5,19,54.9,11,10,10.0,156,3,0,0,2882.43,0,0,2.6,1,0,15.0,0,low,0
29,M,tier3,school,homemaker,very_high,standard,454.63,48,annual,1,wallet,16,22.7,14,62.5,10,8,2.0,165,7,3,1,4499.24,2,1,3.8,1,1,7.0,0,high,0
21,F,tier1,school,student,high,basic,371.95,53,biannual,1,wallet,8,13.2,13,96.0,11,8,2.0,35,1,0,0,3717.82,3,1,2.3,1,1,34.0,0,medium,1
37,F,tier2,postgraduate,salaried,high,standard,381.97,21,monthly,1,debit_card,10,12.2,2,83.2,8,7,6.0,50,1,4,3,4012.63,0,2,4.1,1,0,31.0,1,medium,1
26,M,tier1,postgraduate,salaried,low,standard,339.54,17,annual,0,credit_card,21,28.7,5,37.6,8,7,1.0,22,6,0,2,3867.86,4,2,,1,1,18.0,0,low,0
38,F,tier1,school,salaried,low,standard,508.23,11,monthly,0,upi,16,20.2,4,37.7,10,7,,102,6,5,3,4977.41,3,1,5.0,0,0,32.0,0,medium,1
49,M,tier1,graduate,self_employed,low,standard,331.38,49,biannual,1,credit_card,12,14.9,4,33.3,10,7,0.0,149,0,4,0,3509.18,1,1,2.6,1,1,21.0,0,high,1
71,M,tier1,graduate,salaried,medium,standard,312.05,31,annual,0,debit_card,14,1.0,7,27.8,9,6,3.0,105,6,5,1,3006.56,3,0,4.9,1,0,1.0,0,low,1
70,M,tier1,school,salaried,very_high,enterprise,1051.99,29,monthly,1,upi,15,17.2,11,48.6,3,2,4.0,178,0,5,0,10655.21,3,1,4.1,1,0,24.0,0,low,1
45,M,tier2,school,salaried,high,basic,263.71,46,monthly,0,credit_card,17,34.0,3,20.6,3,2,4.0,170,6,0,3,2808.82,3,1,3.8,1,0,10.0,0,medium,1
65,Other,tier1,school,salaried,low,basic,279.29,32,biannual,1,debit_card,15,18.0,2,15.8,3,2,1.0,45,0,1,1,3131.06,1,1,4.8,1,1,17.0,1,medium,1
40,F,tier1,school,salaried,medium,standard,308.8,16,annual,1,upi,15,7.1,1,41.5,2,1,10.0,146,0,3,3,3398.46,3,2,3.3,0,0,23.0,0,low,1
56,F,tier2,school,retired,medium,standard,397.91,56,monthly,0,upi,11,7.5,16,60.2,8,6,7.0,87,3,0,1,3976.51,0,2,5.0,0,0,43.0,0,medium,1
36,M,tier3,graduate,salaried,medium,basic,320.51,65,annual,0,wallet,12,15.2,4,28.9,4,3,6.0,7,5,3,0,3694.66,4,0,5.0,1,0,28.0,0,high,0
45,F,tier1,postgraduate,student,low,basic,231.07,37,monthly,0,debit_card,15,7.7,18,60.1,3,2,4.0,58,5,1,0,2640.15,2,1,2.6,1,0,10.0,0,high,1
20,M,tier2,postgraduate,homemaker,medium,basic,345.44,61,monthly,1,upi,15,14.8,4,89.1,5,4,5.0,12,6,4,1,3725.2,3,1,2.2,0,1,29.0,0,medium,1
36,M,tier1,graduate,salaried,medium,basic,338.95,65,monthly,1,debit_card,13,16.6,10,84.7,10,9,1.0,3,3,1,1,3452.81,2,2,5.0,1,0,28.0,0,medium,0
18,M,tier2,school,salaried,,basic,308.15,21,monthly,0,net_banking,14,16.8,10,27.3,6,5,9.0,43,1,5,3,3416.59,1,0,4.6,1,0,34.0,0,medium,1
55,F,tier3,graduate,self_employed,,standard,474.15,51,biannual,1,upi,8,7.7,15,27.7,10,7,4.0,131,1,1,1,5374.22,3,2,3.9,0,0,38.0,1,low,1
41,F,tier3,graduate,salaried,low,basic,274.76,3,biannual,1,upi,11,16.3,11,20.6,2,1,,37,7,0,1,799.08,1,0,3.5,1,0,43.0,0,high,1
67,F,tier3,graduate,salaried,low,enterprise,1241.06,33,biannual,0,wallet,12,21.7,9,89.5,10,9,4.0,22,3,4,3,13625.76,3,0,3.9,0,0,9.0,0,high,1
63,M,tier3,graduate,salaried,medium,enterprise,1297.49,34,annual,0,net_banking,16,10.7,11,73.1,4,3,2.0,125,2,4,2,14125.51,1,0,4.9,1,1,41.0,0,high,1
31,M,tier2,graduate,self_employed,high,standard,330.7,41,monthly,0,upi,13,19.2,10,7.0,0,0,5.0,113,7,4,3,3808.77,2,2,2.4,1,1,35.0,0,medium,1
52,M,tier1,graduate,homemaker,low,enterprise,846.78,53,annual,1,credit_card,8,9.2,18,69.4,5,4,2.0,139,5,5,0,8696.66,0,2,5.0,0,1,36.0,0,medium,1
39,F,tier3,graduate,student,high,premium,490.84,64,annual,1,upi,12,6.4,6,84.4,5,4,10.0,170,6,2,1,5373.49,1,0,3.5,1,1,29.0,0,low,1
27,M,tier1,graduate,salaried,medium,premium,604.04,66,monthly,1,debit_card,16,17.5,14,24.0,6,4,7.0,179,6,1,1,5824.79,3,1,4.5,1,1,25.0,0,low,1
59,F,tier1,school,student,medium,standard,347.29,42,annual,1,net_banking,9,31.5,18,30.4,5,4,,162,0,1,3,4148.99,4,2,5.0,0,0,2.0,1,high,1
44,M,tier1,graduate,self_employed,low,standard,496.32,54,monthly,1,net_banking,12,33.4,6,68.5,4,3,6.0,170,4,0,1,5745.26,3,1,2.0,0,0,13.0,1,medium,1
34,F,tier2,postgraduate,salaried,high,enterprise,1249.01,38,annual,0,wallet,10,11.6,12,55.8,11,8,6.0,143,4,2,2,14227.83,4,1,4.0,1,1,40.0,1,medium,1
63,F,tier2,school,salaried,high,basic,279.78,2,monthly,1,credit_card,16,20.7,18,23.2,9,8,10.0,5,6,2,1,482.32,4,1,2.9,1,0,4.0,1,high,0
62,F,tier1,graduate,student,high,enterprise,1374.82,37,monthly,1,debit_card,13,12.4,11,8.6,0,0,8.0,162,2,2,0,14122.93,4,0,2.9,0,1,26.0,0,high,1
35,M,tier2,graduate,salaried,low,standard,455.92,60,biannual,1,upi,9,20.6,19,76.8,8,7,4.0,107,4,2,1,5364.35,1,1,3.4,1,1,31.0,0,low,1
40,M,tier3,graduate,salaried,medium,premium,411.84,15,annual,1,upi,16,20.4,3,97.7,1,0,7.0,0,3,4,0,4664.58,3,1,3.3,1,1,33.0,0,high,0
69,F,tier1,school,self_employed,very_high,basic,216.47,43,monthly,1,credit_card,12,13.5,2,52.2,9,7,6.0,119,4,0,1,2109.61,3,2,3.9,1,1,5.0,0,high,1
64,F,tier2,graduate,retired,low,enterprise,904.07,40,annual,0,debit_card,11,,11,19.0,1,0,8.0,16,5,2,0,10143.68,0,1,3.7,1,1,39.0,1,high,0
47,F,tier1,graduate,self_employed,very_high,basic,279.27,49,monthly,0,credit_card,12,11.4,10,42.5,3,2,8.0,113,3,0,1,2886.37,0,1,4.0,1,0,25.0,0,medium,0
48,M,tier1,postgraduate,homemaker,high,enterprise,1219.7,22,annual,1,net_banking,11,,2,65.7,0,0,1.0,89,3,3,1,14465.03,3,2,2.8,1,0,8.0,0,high,1
56,F,tier3,graduate,salaried,medium,standard,384.1,33,biannual,0,debit_card,10,11.7,1,80.2,10,7,5.0,122,0,5,2,4585.02,4,0,4.5,1,0,6.0,0,low,1
48,F,tier3,graduate,self_employed,medium,basic,337.48,51,annual,0,debit_card,14,29.5,2,2.8,2,1,8.0,133,2,4,3,3258.53,4,2,3.4,1,1,41.0,0,low,0
38,F,tier1,graduate,homemaker,high,basic,271.86,20,monthly,0,upi,8,4.6,13,35.5,2,1,0.0,166,5,2,0,2834.24,0,2,3.7,0,1,30.0,0,low,1
41,F,tier3,graduate,student,very_high,premium,402.04,28,annual,0,credit_card,8,16.3,2,42.7,9,7,9.0,42,5,2,0,4130.1,1,2,2.5,1,1,14.0,0,medium,1
43,M,tier3,graduate,salaried,medium,standard,557.17,27,monthly,1,debit_card,12,25.3,9,40.8,8,6,10.0,116,6,0,3,6317.68,3,1,3.6,0,0,12.0,0,medium,1
24,F,tier3,graduate,salaried,high,enterprise,914.03,57,monthly,1,credit_card,13,1.0,18,7.0,2,1,1.0,160,6,2,1,9673.34,0,2,4.0,1,1,14.0,0,high,1
64,F,tier3,postgraduate,salaried,medium,premium,708.31,50,monthly,0,upi,12,26.0,14,36.2,11,9,,102,1,5,3,8280.11,2,0,3.3,1,1,23.0,0,low,1
22,F,tier2,postgraduate,student,low,standard,368.95,56,monthly,0,debit_card,16,18.0,1,7.2,11,7,10.0,14,2,4,1,3576.26,4,0,3.9,1,1,3.0,1,medium,1
31,F,tier1,graduate,self_employed,high,basic,214.8,64,annual,0,net_banking,19,18.2,8,68.5,5,4,4.0,173,3,2,3,2369.14,1,2,2.0,1,0,6.0,0,medium,1
27,F,tier2,graduate,salaried,,basic,376.72,16,annual,0,net_banking,9,15.5,13,22.6,5,4,5.0,124,3,3,2,3707.98,3,1,3.3,1,0,12.0,0,medium,1
69,M,tier1,school,homemaker,medium,standard,509.23,15,annual,0,debit_card,10,27.3,9,96.7,5,4,6.0,18,3,0,1,5290.44,3,2,5.0,1,0,2.0,0,medium,0
38,M,tier1,postgraduate,salaried,very_high,premium,540.06,8,biannual,0,net_banking,12,15.3,11,86.0,4,3,8.0,165,2,3,3,3833.54,0,1,4.2,1,1,22.0,0,high,1
59,F,tier1,postgraduate,salaried,very_high,premium,756.96,24,biannual,1,upi,19,29.0,2,14.5,6,5,9.0,93,4,5,1,7723.31,2,0,4.2,1,1,19.0,0,high,1
30,F,tier2,graduate,retired,high,basic,252.35,20,annual,1,net_banking,12,19.7,6,12.9,0,0,7.0,161,3,5,0,2461.73,4,1,3.4,0,0,5.0,0,high,1
61,M,tier1,school,retired,medium,standard,359.54,56,monthly,1,debit_card,9,21.2,4,73.9,7,5,8.0,58,3,0,1,3908.34,1,0,4.1,0,1,11.0,1,medium,1
71,M,tier2,postgraduate,salaried,very_high,standard,350.49,43,annual,0,debit_card,14,27.8,19,33.9,6,5,4.0,79,1,0,0,4081.41,2,1,2.7,1,0,8.0,0,low,0
53,M,tier3,school,salaried,high,enterprise,860.12,50,annual,1,credit_card,8,12.4,16,49.5,11,10,8.0,35,5,0,1,9639.05,1,1,4.0,1,1,32.0,1,high,0
28,M,tier1,postgraduate,self_employed,low,standard,350.92,43,monthly,0,net_banking,9,10.7,17,48.4,5,4,2.0,86,0,5,3,3751.16,2,0,5.0,0,0,43.0,0,low,1
33,F,tier1,graduate,homemaker,very_high,premium,628.05,14,monthly,1,debit_card,17,19.2,9,84.5,5,3,9.0,174,6,3,0,7424.58,0,1,4.7,1,1,14.0,0,medium,0
20,F,tier2,graduate,self_employed,medium,standard,381.97,45,monthly,0,debit_card,11,3.4,16,83.9,5,4,1.0,141,2,1,3,3778.57,0,2,4.8,1,0,14.0,1,low,1
44,M,tier3,graduate,salaried,low,enterprise,1028.15,23,monthly,1,debit_card,10,5.1,16,33.4,1,0,8.0,7,1,0,0,11309.44,3,0,3.7,1,0,25.0,1,medium,0
58,F,tier1,graduate,salaried,very_high,premium,659.81,16,annual,1,credit_card,6,23.9,11,50.9,2,1,7.0,169,7,2,2,6668.3,0,2,4.8,1,1,15.0,1,low,1
69,F,tier2,postgraduate,salaried,low,premium,489.97,23,monthly,1,net_banking,17,13.7,6,53.5,4,2,1.0,64,2,2,0,5076.64,4,0,5.0,1,1,22.0,0,low,0
53,F,tier3,postgraduate,salaried,medium,standard,541.82,23,annual,0,upi,12,27.9,17,99.9,10,8,4.0,19,5,5,3,5482.86,1,2,4.8,1,0,20.0,0,low,1
33,F,tier2,school,salaried,high,basic,316.5,51,annual,0,credit_card,9,23.1,17,58.8,9,7,1.0,116,3,3,0,3619.27,1,1,2.0,0,1,6.0,0,medium,1
50,F,tier3,postgraduate,homemaker,very_high,basic,356.16,43,annual,1,debit_card,9,10.3,9,65.9,5,4,5.0,132,0,1,2,3444.02,0,0,5.0,0,0,2.0,1,medium,1
